name,approx,target,pred,error,scores,overall_mean_target,mean_target_in_neighborhood,mean_approx_in_neighborhood,neighborhood_size,neighborhood_size_pct,neighborhood_size_div_model_avg,entropy,uncertainty,r_centered_entropy,logk_r_centered_entropy,target_approx_consistency_in_neighborhood,pred_targets_consistency_in_neighborhood,target_targets_consistency_in_neighborhood,targets_and_approxs_consistency_in_neighborhood,target_diversity_in_neighborhood,approx_diversity_in_neighborhood,dataset,model,attack,n_test,n_classes,bacc_test
12.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,1.0380411766397025e-08,1.0380411766397025e-08,0.007892380695794619,0.015661477689089553,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
13.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,26,9.454545454545455,1.0201169924382936,8.273255916242324e-08,8.273255916242324e-08,0.007892308343647222,0.01566133523341331,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
14.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,4.8181832510293484e-08,4.8181832510293484e-08,0.007892342894373875,0.015661403261073722,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
15.0,0,0,0,0,0.99999991|0.00000009,0.44363636363636366,0.0,0.0,28,10.181818181818182,1.0985875303181623,2.3386280882332773e-06,2.3386280882332773e-06,0.007890052448118152,0.015656893542720207,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
16.0,1,1,1,0,0.00000000|1.00000000,0.44363636363636366,1.0,1.0,32,11.636363636363637,1.2555286060778998,1.6145532036734952e-09,1.6145532036734952e-09,0.007892389461653182,0.015661494948372857,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
17.0,1,1,1,0,0.00000020|0.99999980,0.44363636363636366,0.90625,0.90625,32,11.636363636363637,1.2555286060778998,4.814706191121084e-06,4.814706191121084e-06,0.007887576370015264,0.015652018306186843,0.90625,0.90625,0.90625,1.0,0.4488644887230295,0.4488644887230295,banknote,nn,org,275,2,1.0
18.0,1,1,1,0,0.00000000|1.00000000,0.44363636363636366,1.0,1.0,29,10.545454545454545,1.1378227992580967,3.3544870304967305e-09,3.3544870304967305e-09,0.007892387721719355,0.015661491522580572,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
19.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,12,4.363636363636364,0.47082322727921244,8.923615617906954e-08,8.923615617906954e-08,0.007892301840050206,0.015661322428342332,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
20.0,0,0,0,0,0.99999978|0.00000022,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,5.128424243919993e-06,5.128424243919993e-06,0.007887262651962466,0.01565140061407488,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
21.0,1,1,1,0,0.00000003|0.99999997,0.44363636363636366,1.0,1.0,8,2.909090909090909,0.31388215151947496,8.241305167076577e-07,8.241305167076577e-07,0.007891566945689677,0.01565987547809413,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
22.0,1,1,1,0,0.00000011|0.99999989,0.44363636363636366,0.90625,0.90625,32,11.636363636363637,1.2555286060778998,2.5875483019413128e-06,2.5875483019413128e-06,0.007889803527904443,0.015656403436104596,0.90625,0.90625,0.90625,1.0,0.4488644887230295,0.4488644887230295,banknote,nn,org,275,2,1.0
23.0,0,0,0,0,0.99998423|0.00001577,0.44363636363636366,0.0625,0.0625,32,11.636363636363637,1.2555286060778998,0.0002742793871217678,0.0002742793871217678,0.007618111689084618,0.015121317808053607,0.9375,0.9375,0.9375,1.0,0.3372900666170139,0.3372900666170139,banknote,nn,org,275,2,1.0
24.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,3.996578239548796e-08,3.996578239548796e-08,0.00789235111042399,0.01566141943782882,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
25.0,1,1,1,0,0.00015354|0.99984646,0.44363636363636366,1.0,1.0,32,11.636363636363637,1.2555286060778998,0.0021666798032624873,0.0021666798032624873,0.005725711272943898,0.01138635130770001,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
26.0,1,1,1,0,0.00010824|0.99989176,0.44363636363636366,0.8125,0.8125,32,11.636363636363637,1.2555286060778998,0.0015820941327680368,0.0015820941327680368,0.006310296943438348,0.012541617979569515,0.8125,0.8125,0.8125,1.0,0.6962122601251458,0.6962122601251458,banknote,nn,org,275,2,1.0
27.0,1,1,1,0,0.00000237|0.99999763,0.44363636363636366,1.0,1.0,24,8.727272727272728,0.9416464545584249,4.766712787878592e-05,4.766712787878592e-05,0.0078447239483276,0.015567640913246486,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
28.0,1,1,1,0,0.00015398|0.99984602,0.44363636363636366,0.9333333333333333,0.9333333333333333,15,5.454545454545454,0.5885290340990156,0.002172293769074026,0.002172293769074026,0.00572009730713236,0.01137525043454601,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,0.3533593350214213,0.3533593350214213,banknote,nn,org,275,2,1.0
29.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,26,9.454545454545455,1.0201169924382936,2.736990616589702e-08,2.736990616589702e-08,0.00789236370630022,0.015661444238115822,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
30.0,1,1,1,0,0.00001170|0.99998830,0.44363636363636366,1.0,1.0,20,7.2727272727272725,0.7847053787986874,0.00020858376786724237,0.00020858376786724237,0.007683807308339143,0.015250728810075711,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
31.0,1,1,1,0,0.00001246|0.99998754,0.44363636363636366,0.9259259259259259,0.9259259259259259,27,9.818181818181818,1.059352261378228,0.00022091936500594114,0.00022091936500594114,0.007671471711200444,0.015226430719753636,0.9259259259259259,0.9259259259259259,0.9259259259259259,1.0,0.3809465857053901,0.3809465857053901,banknote,nn,org,275,2,1.0
32.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,9,3.272727272727273,0.3531174204594093,1.6675851512882012e-10,1.6675851512882012e-10,0.00789239090944787,0.015661497798966244,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
33.0,1,1,1,0,0.00000003|0.99999997,0.44363636363636366,1.0,1.0,32,11.636363636363637,1.2555286060778998,7.692285700331972e-07,7.692285700331972e-07,0.007891621847636351,0.015659983575860032,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
34.0,1,1,1,0,0.00000005|0.99999995,0.44363636363636366,0.90625,0.90625,32,11.636363636363637,1.2555286060778998,1.3183960241079977e-06,1.3183960241079977e-06,0.007891072680182278,0.01565890230629907,0.90625,0.90625,0.90625,1.0,0.4488644887230295,0.4488644887230295,banknote,nn,org,275,2,1.0
35.0,1,1,1,0,0.00901437|0.99098563,0.44363636363636366,1.0,1.0,12,4.363636363636364,0.47082322727921244,0.0741858360645703,0.0741858360645703,0.06629344498836391,0.1245042994731741,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
36.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,20,7.2727272727272725,0.7847053787986874,1.8707940142268306e-10,1.8707940142268306e-10,0.007892390889126985,0.015661497758956026,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
37.0,1,1,1,0,0.00000076|0.99999924,0.44363636363636366,1.0,1.0,29,10.545454545454545,1.1378227992580967,1.657992722236277e-05,1.657992722236277e-05,0.007875811148984023,0.01562885302738997,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
38.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.125,0.125,32,11.636363636363637,1.2555286060778998,1.2610995219937093e-07,1.2610995219937093e-07,0.007892264966254186,0.01566124982673521,0.875,0.875,0.875,1.0,0.5435644431995964,0.5435644431995964,banknote,nn,org,275,2,1.0
39.0,0,0,0,0,0.99999989|0.00000011,0.44363636363636366,0.0,0.0,19,6.909090909090909,0.745470109858753,2.7630082682546287e-06,2.7630082682546287e-06,0.00788962806793813,0.015656057967470646,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
40.0,1,1,1,0,0.00007697|0.99992303,0.44363636363636366,1.0,1.0,8,2.909090909090909,0.31388215151947496,0.0011628279264229453,0.0011628279264229453,0.00672956314978344,0.013369356841187301,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
41.0,1,1,1,0,0.00005418|0.99994582,0.44363636363636366,1.0,1.0,17,6.181818181818182,0.6669995719788843,0.0008459461857815936,0.0008459461857815936,0.007046444890424792,0.013994508252245241,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
42.0,1,1,1,0,0.00000737|0.99999263,0.44363636363636366,1.0,1.0,24,8.727272727272728,0.9416464545584249,0.00013632214161074136,0.00013632214161074136,0.007756068934595644,0.015393054570702416,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
43.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,7.836218331113215e-08,7.836218331113215e-08,0.007892312714023074,0.015661343838339514,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
44.0,1,1,1,0,0.00000023|0.99999977,0.44363636363636366,1.0,1.0,4,1.4545454545454546,0.15694107575973748,5.299545497047646e-06,5.299545497047646e-06,0.007887091530709338,0.015651063686385334,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
45.0,1,1,1,0,0.00002193|0.99997807,0.44363636363636366,1.0,1.0,19,6.909090909090909,0.745470109858753,0.00037102542838514044,0.00037102542838514044,0.007521365647821245,0.014930711406241554,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
46.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,2.1230769989329336e-08,2.1230769989329336e-08,0.007892369845436396,0.015661456325590607,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
47.0,0,0,0,0,0.99999999|0.00000001,0.44363636363636366,0.0,0.0,15,5.454545454545454,0.5885290340990156,2.2889914927618494e-07,2.2889914927618494e-07,0.00789216217705711,0.015661047442854674,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
48.0,0,0,0,0,0.99999999|0.00000001,0.44363636363636366,0.0,0.0,27,9.818181818181818,1.059352261378228,1.6277094218896664e-07,1.6277094218896664e-07,0.007892228305264197,0.015661177644121217,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
49.0,1,1,1,0,0.00000001|0.99999999,0.44363636363636366,0.90625,0.90625,32,11.636363636363637,1.2555286060778998,1.9531432628170298e-07,1.9531432628170298e-07,0.007892195761880104,0.015661113568745926,0.90625,0.90625,0.90625,1.0,0.4488644887230295,0.4488644887230295,banknote,nn,org,275,2,1.0
50.0,1,1,1,0,0.00120863|0.99879137,0.44363636363636366,0.78125,0.78125,32,11.636363636363637,1.2555286060778998,0.013457155910886219,0.013457155910886219,0.005564764834679834,0.011068052177182371,0.78125,0.78125,0.78125,1.0,0.7578784625383954,0.7578784625383954,banknote,nn,org,275,2,1.0
51.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,7,2.5454545454545454,0.27464688257954056,2.498789997980379e-10,2.498789997980379e-10,0.007892390826327386,0.015661497635308576,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
52.0,1,1,1,0,0.00000507|0.99999493,0.44363636363636366,0.8666666666666667,0.8666666666666667,30,10.909090909090908,1.1770580681980312,9.656486095145898e-05,9.656486095145898e-05,0.007795826215254926,0.015471351466940746,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,0.5665095065529053,0.5665095065529053,banknote,nn,org,275,2,1.0
53.0,0,0,0,0,0.99999991|0.00000009,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,2.2222165685632698e-06,2.2222165685632698e-06,0.007890168859637822,0.01565712274883631,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
54.0,1,1,1,0,0.00000217|0.99999783,0.44363636363636366,1.0,1.0,6,2.181818181818182,0.23541161363960622,4.389731149110862e-05,4.389731149110862e-05,0.007848493764715277,0.01557506405307247,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
55.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,26,9.454545454545455,1.0201169924382936,3.510247040988411e-08,3.510247040988411e-08,0.007892355973735976,0.01566142901330668,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
56.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.09375,0.09375,32,11.636363636363637,1.2555286060778998,9.409862987556393e-10,9.409862987556393e-10,0.007892390135220086,0.015661496274572893,0.90625,0.90625,0.90625,1.0,0.4488644887230295,0.4488644887230295,banknote,nn,org,275,2,1.0
57.0,1,1,1,0,0.00050712|0.99949288,0.44363636363636366,0.78125,0.78125,32,11.636363636363637,1.2555286060778998,0.006282103547419766,0.006282103547419766,0.0016102875287866197,0.003215400113609308,0.78125,0.78125,0.78125,1.0,0.7578784625383954,0.7578784625383954,banknote,nn,org,275,2,1.0
58.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,17,6.181818181818182,0.6669995719788843,1.3566742957084496e-09,1.3566742957084496e-09,0.00789238971953209,0.01566149545611606,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
59.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,1.4025522612739313e-07,1.4025522612739313e-07,0.007892250820980258,0.015661221975800867,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
60.0,0,0,0,0,0.99999999|0.00000001,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,1.641770088686551e-07,1.641770088686551e-07,0.007892226899197517,0.015661174875686096,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
61.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,1.948151613423743e-08,1.948151613423743e-08,0.00789237159469025,0.015661459769733415,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
62.0,1,1,1,0,0.00000914|0.99999086,0.44363636363636366,1.0,1.0,17,6.181818181818182,0.6669995719788843,0.00016619290192569175,0.00016619290192569175,0.007726198174280693,0.015334223882484474,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
63.0,1,1,1,0,0.00011306|0.99988694,0.44363636363636366,0.9583333333333334,0.9583333333333334,24,8.727272727272728,0.9416464545584249,0.0016453582577377031,0.0016453582577377031,0.006247032818468682,0.012416658882059723,0.9583333333333334,0.9583333333333334,0.9583333333333334,1.0,0.24988229283318544,0.24988229283318544,banknote,nn,org,275,2,1.0
64.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,1.360585733254544e-07,1.360585733254544e-07,0.007892255017633059,0.01566123023868099,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
65.0,0,0,0,0,0.99999969|0.00000031,0.44363636363636366,0.0625,0.0625,32,11.636363636363637,1.2555286060778998,7.181378147523749e-06,7.181378147523749e-06,0.007885209698058861,0.015647358461015035,0.9375,0.9375,0.9375,1.0,0.3372900666170139,0.3372900666170139,banknote,nn,org,275,2,1.0
66.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,26,9.454545454545455,1.0201169924382936,1.8988145847751626e-08,1.8988145847751626e-08,0.007892372088060538,0.015661460741140575,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
67.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,7.628809299021825e-08,7.628809299021825e-08,0.007892314788113395,0.015661347922060146,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
68.0,0,0,0,0,0.99999999|0.00000001,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,1.5162166518070178e-07,1.5162166518070178e-07,0.007892239454541204,0.015661199596173764,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
69.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,15,5.454545454545454,0.5885290340990156,4.079618379540634e-08,4.079618379540634e-08,0.00789235028002259,0.015661417802833928,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
70.0,1,0,0,0,0.93503215|0.06496785,0.44363636363636366,0.625,0.625,32,11.636363636363637,1.2555286060778998,0.3468576248078393,0.3468576248078393,0.33896523373163295,0.5175611694410754,0.375,0.375,0.375,1.0,0.954434002924965,0.954434002924965,banknote,nn,org,275,2,1.0
71.0,0,0,0,0,0.99999999|0.00000001,0.44363636363636366,0.0,0.0,16,5.818181818181818,0.6277643030389499,1.6174574449709094e-07,1.6174574449709094e-07,0.007892229330461888,0.015661179662655133,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
72.0,1,1,1,0,0.00000000|1.00000000,0.44363636363636366,1.0,1.0,32,11.636363636363637,1.2555286060778998,2.3562264810748482e-08,2.3562264810748482e-08,0.007892367513941574,0.015661451735061265,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
73.0,0,0,0,0,0.99999997|0.00000003,0.44363636363636366,0.0,0.0,24,8.727272727272728,0.9416464545584249,7.733303994666852e-07,7.733303994666852e-07,0.007891617745806918,0.015659975499669614,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
74.0,1,1,1,0,0.00000050|0.99999950,0.44363636363636366,0.71875,0.71875,32,11.636363636363637,1.2555286060778998,1.1121071887948072e-05,1.1121071887948072e-05,0.007881270004318437,0.015639601375466005,0.71875,0.71875,0.71875,1.0,0.8571484374283717,0.8571484374283717,banknote,nn,org,275,2,1.0
75.0,0,0,0,0,0.99999980|0.00000020,0.44363636363636366,0.3125,0.3125,16,5.818181818181818,0.6277643030389499,4.703332638465522e-06,4.703332638465522e-06,0.00788768774356792,0.01565223759396947,0.6875,0.6875,0.6875,1.0,0.8960382325345574,0.8960382325345574,banknote,nn,org,275,2,1.0
76.0,1,1,1,0,0.00000096|0.99999904,0.44363636363636366,1.0,1.0,20,7.2727272727272725,0.7847053787986874,2.063489734914376e-05,2.063489734914376e-05,0.007871756178857242,0.015620868818995616,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
77.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,1.6032600912240773e-08,1.6032600912240773e-08,0.007892375043605473,0.015661466560375297,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
78.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,24,8.727272727272728,0.9416464545584249,3.515991785911125e-10,3.515991785911125e-10,0.007892390724607207,0.015661497435029578,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
79.0,1,1,1,0,0.00000000|1.00000000,0.44363636363636366,0.90625,0.90625,32,11.636363636363637,1.2555286060778998,3.981033997897638e-09,3.981033997897638e-09,0.007892387095172388,0.015661490288959076,0.90625,0.90625,0.90625,1.0,0.4488644887230295,0.4488644887230295,banknote,nn,org,275,2,1.0
80.0,1,1,1,0,0.00000260|0.99999740,0.44363636363636366,0.9375,0.9375,32,11.636363636363637,1.2555286060778998,5.202565817938713e-05,5.202565817938713e-05,0.007840365418026999,0.01555905846904944,0.9375,0.9375,0.9375,1.0,0.3372900666170139,0.3372900666170139,banknote,nn,org,275,2,1.0
81.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,32,11.636363636363637,1.2555286060778998,3.920218533992588e-08,3.920218533992588e-08,0.007892351874021045,0.015661420941291224,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
82.0,1,1,1,0,0.00000000|1.00000000,0.44363636363636366,1.0,1.0,19,6.909090909090909,0.745470109858753,6.795252901123916e-09,6.795252901123916e-09,0.007892384280953485,0.01566148474798429,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
83.0,1,1,1,0,0.00000120|0.99999880,0.44363636363636366,1.0,1.0,30,10.909090909090908,1.1770580681980312,2.529100295789903e-05,2.529100295789903e-05,0.007867100073248486,0.015611700900332015,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
84.0,0,0,0,0,1.00000000|0.00000000,0.44363636363636366,0.0,0.0,15,5.454545454545454,0.5885290340990156,1.1023725436678368e-08,1.1023725436678368e-08,0.00789238005248095,0.015661476422455724,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,banknote,nn,org,275,2,1.0
